pair_id,group,class_label,distance,split_a,split_b,filename_a,filename_b,filepath_a,filepath_b,index_a,index_b,git_commit,split_csv_sha256,d1_phash_sha256,seed
PAIR_11,crossing,pituitary,6,train,test,Tr-pi_793.jpg,Tr-pi_227.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_793.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_227.jpg,1292,5304,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_12,crossing,notumor,6,train,test,Tr-no_12.jpg,Tr-no_1323.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_12.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1323.jpg,2029,4211,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_13,crossing,notumor,6,test,train,Tr-no_531.jpg,Tr-no_687.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_531.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_687.jpg,261,5922,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_14,same_split,notumor,6,train,train,Tr-no_567.jpg,Tr-no_1176.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_567.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1176.jpg,1886,6542,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_15,crossing,pituitary,6,train,test,Te-pi_306.jpg,Tr-pi_1265.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_306.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1265.jpg,3740,5588,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_16,crossing,meningioma,6,train,test,Tr-me_1248.jpg,Tr-me_874.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1248.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_874.jpg,1383,5865,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_17,same_split,pituitary,6,train,train,Tr-pi_57.jpg,Tr-pi_1053.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_57.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1053.jpg,1507,5246,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_18,same_split,pituitary,6,train,train,Tr-pi_1389.jpg,Te-pi_322.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1389.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_322.jpg,205,2195,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_19,same_split,notumor,6,train,train,Tr-no_624.jpg,Te-no_171.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_624.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_171.jpg,433,1591,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_20,same_split,pituitary,6,test,test,Tr-pi_420.jpg,Tr-pi_1004.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_420.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1004.jpg,2584,4456,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_21,crossing,notumor,6,test,train,Tr-no_688.jpg,Tr-no_287.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_688.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_287.jpg,4745,4910,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_22,same_split,meningioma,6,train,train,Tr-me_622.jpg,Tr-me_420.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_622.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_420.jpg,557,1178,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_23,same_split,pituitary,6,train,train,Te-pi_1.jpg,Tr-pi_339.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_1.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_339.jpg,3313,4243,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_24,crossing,glioma,6,train,test,Tr-gl_1389.jpg,Tr-gl_105.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1389.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_105.jpg,3923,5844,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_25,crossing,notumor,6,test,train,Tr-no_1153.jpg,Te-no_177.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1153.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_177.jpg,3086,6588,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_26,same_split,glioma,6,train,train,Tr-gl_656.jpg,Tr-gl_1315.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_656.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1315.jpg,1433,2023,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_27,same_split,glioma,6,train,train,Te-gl_290.jpg,Tr-gl_681.jpg,data/raw/D1_nickparvar_kaggle/Testing/glioma/Te-gl_290.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_681.jpg,654,5979,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_28,crossing,meningioma,6,test,train,Tr-me_315.jpg,Tr-me_125.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_315.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_125.jpg,801,6928,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_29,crossing,glioma,6,test,train,Te-gl_217.jpg,Tr-gl_624.jpg,data/raw/D1_nickparvar_kaggle/Testing/glioma/Te-gl_217.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_624.jpg,3482,4281,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_30,crossing,pituitary,6,test,train,Tr-pi_851.jpg,Te-pi_39.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_851.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_39.jpg,2527,3659,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_31,crossing,glioma,6,train,test,Tr-gl_949.jpg,Tr-gl_1002.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_949.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1002.jpg,2718,6026,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_32,crossing,pituitary,6,test,train,Tr-pi_724.jpg,Tr-pi_783.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_724.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_783.jpg,214,2209,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_33,crossing,pituitary,6,train,test,Tr-pi_1115.jpg,Tr-pi_692.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1115.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_692.jpg,2189,6898,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_34,same_split,pituitary,6,train,train,Tr-pi_614.jpg,Tr-pi_973.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_614.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_973.jpg,2316,6546,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_35,same_split,pituitary,6,train,train,Te-pi_384.jpg,Te-pi_363.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_384.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_363.jpg,1120,3112,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_36,crossing,glioma,6,test,train,Te-gl_65.jpg,Tr-gl_34.jpg,data/raw/D1_nickparvar_kaggle/Testing/glioma/Te-gl_65.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_34.jpg,895,6083,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_37,same_split,meningioma,6,train,train,Te-me_257.jpg,Tr-aug-me_59.jpg,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_257.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-aug-me_59.jpg,2958,3663,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_38,same_split,pituitary,6,train,train,Tr-pi_628.jpg,Tr-pi_1286.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_628.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1286.jpg,2313,5849,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_39,same_split,glioma,6,train,train,Tr-gl_844.jpg,Te-gl_214.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_844.jpg,data/raw/D1_nickparvar_kaggle/Testing/glioma/Te-gl_214.jpg,1940,4532,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_40,same_split,glioma,6,train,train,Tr-gl_1220.jpg,Tr-gl_779.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1220.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_779.jpg,3054,5508,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_41,crossing,pituitary,6,train,test,Tr-pi_621.jpg,Tr-pi_729.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_621.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_729.jpg,601,5822,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_42,same_split,pituitary,6,train,train,Tr-pi_895.jpg,Tr-pi_429.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_895.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_429.jpg,1812,6926,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_43,same_split,notumor,6,train,train,Tr-no_1144.jpg,Te-no_74.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1144.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_74.jpg,3616,4106,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_44,crossing,pituitary,6,train,test,Tr-pi_1391.jpg,Tr-pi_398.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1391.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_398.jpg,694,5623,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_45,same_split,meningioma,6,train,train,Tr-me_886.jpg,Tr-me_1013.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_886.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1013.jpg,3178,4548,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_46,same_split,pituitary,6,train,train,Te-pi_109.jpg,Te-pi_19.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_109.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_19.jpg,2663,5310,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_47,crossing,pituitary,6,train,test,Tr-pi_1387.jpg,Tr-pi_954.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1387.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_954.jpg,1006,6599,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_48,crossing,glioma,6,test,train,Tr-gl_151.jpg,Tr-gl_682.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_151.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_682.jpg,1686,2574,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_49,same_split,notumor,6,train,train,Tr-no_228.jpg,Tr-no_568.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_228.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_568.jpg,881,4077,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_50,same_split,meningioma,6,train,train,Tr-me_1171.jpg,Tr-me_273.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1171.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_273.jpg,785,3889,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_51,same_split,glioma,6,train,train,Tr-gl_951.jpg,Tr-gl_866.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_951.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_866.jpg,2523,6519,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_52,same_split,meningioma,6,train,train,Tr-me_312.jpg,Tr-me_866.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_312.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_866.jpg,4071,4493,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_53,same_split,glioma,6,train,train,Tr-gl_750.jpg,Tr-gl_818.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_750.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_818.jpg,4478,4778,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_54,crossing,glioma,6,train,test,Te-gl_3.jpg,Te-gl_161.jpg,data/raw/D1_nickparvar_kaggle/Testing/glioma/Te-gl_3.jpg,data/raw/D1_nickparvar_kaggle/Testing/glioma/Te-gl_161.jpg,656,3875,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_55,same_split,meningioma,6,train,train,Tr-me_909.jpg,Te-me_122.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_909.jpg,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_122.jpg,939,1597,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_56,same_split,pituitary,6,train,train,Tr-pi_795.jpg,Te-pi_243.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_795.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_243.jpg,345,3611,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
