dataset_id,split,class_label,filepath,filename,extension,file_size_bytes,width,height,mode,sha256,phash,ahash,dhash,leakage_group_id,leakage_group_size,leakage_group_majority_class,assigned_split
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_639.jpg,Tr-me_639.jpg,.jpg,29787,528,581,RGB,7145b21317f3aaaf1d5d68132cbaaca5b7cdf4042e1b7ecf3c4c95b405a06655,902d4bb26dda3dc2,003e7e7e7e7e7c18,78ece8aa8cccc8f1,721,6,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_262.jpg,Te-me_262.jpg,.jpg,62465,591,650,RGB,d122fa995de9d5266344d97c7e2d6973210911f4c8e549575c873b82aee3ae2a,902d4bb26dda3dc2,003e7e7e7e7e7c18,78ece8aa8cccc8f1,721,6,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_464.jpg,Tr-me_464.jpg,.jpg,56293,591,650,RGB,eca47283498dca90a78adbac146a0c95a7352e944d7364f3d3f46adf4c60357d,902d4bb26dda3dc2,003e7e7e7e7e7c18,78ece8aa8cccc8f1,721,6,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_490.jpg,Tr-me_490.jpg,.jpg,13847,512,512,L,064c669277ae472eeaf876ff56ebf668f29d61db9c8781550c8bdb6e7ae86cb7,977a68a5618627da,00183c3e7e7e3c18,d4b0f8f0f0d4f0b0,168,6,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_46.jpg,Te-me_46.jpg,.jpg,18554,512,512,RGB,28fd7a9aa2bfa49e0328ff2a6a082c994a04f9b3cb43531520c5eb2b85854b06,977a68a56196674a,001c3c7e7e7e3c00,92f1e8ccc8cc7092,168,6,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1257.jpg,Tr-me_1257.jpg,.jpg,19036,512,512,RGB,76e610505ae94201394a20edde8fd8103ebd057310acc926b7c206609d073278,977a68a56196666a,001c3c7e7e7e3c00,b2f1ecccc8ec7092,168,6,meningioma,train
D1_nickparvar_kaggle,Training,notumor,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_300.jpg,Tr-no_300.jpg,.jpg,11593,212,280,RGB,77d1374baf9988fd4f9272886783a65820b3afbbbaa773777ed01a4b04ff9d80,977a78a1619665ca,001c3e3e7e7e3c00,12786cccc4c46831,168,6,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1279.jpg,Tr-me_1279.jpg,.jpg,18660,512,512,RGB,8ccd9367f62e7d71d91f6b8644d5ab359a9f8170aa7eb331b19e9d6190a537e5,976a68a5659ae748,00183c3e7e3e3c00,c6b068d8d4cc7082,168,6,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_474.jpg,Tr-me_474.jpg,.jpg,19275,512,512,RGB,a427fa312cb3d0c36beeb8132403e52c0b1f1730158791a7dbbe284e6889b477,977a68a5619a674a,00183c7e7e7e3c00,92f068d8c8cc7092,168,6,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_545.jpg,Tr-me_545.jpg,.jpg,20292,512,512,RGB,632b2be4fb34f336291dd7603e43ab5cffb2bb53de702938fda180bc6a250601,d23c2de065c7368e,001c3c7e7e7c3c00,92f06cd0ecdcf0b2,2717,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_257.jpg,Tr-me_257.jpg,.jpg,19537,512,512,RGB,6609b05fcb96d96be79fd4ac42e71b9b7f9dde51d75806ba5c738010bfe7a51c,c33c3de064cf3698,00183c3c7e7e3c00,c4b269d4d4d471b2,2717,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_729.jpg,Tr-me_729.jpg,.jpg,20877,512,512,RGB,88b67024fdefbff05467055188402a9036dede7e9443da9dc8474df35e4016f7,c23c2de164c7369e,00183c7c7e7c3c00,c2b069d0d8dcf0b2,2717,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1052.jpg,Tr-me_1052.jpg,.jpg,19553,512,512,RGB,aa82daf28ee1beb42beea6edd2282d9d24016efc871fd89e6fe18d1258aca874,c23c3de065c7369c,00183c7c7e7e3c00,c4b069d4d0d4f1b2,2717,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1026.jpg,Tr-me_1026.jpg,.jpg,20701,512,512,RGB,e28edeb147e6e9347814198c4d3d87a4db27fbb3e6288829cea52effab51b445,d23c2de065c7368e,001c3c7e7e7c3c00,92f0ecd0ecdcf0b2,2717,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-aug-me_86.jpg,Tr-aug-me_86.jpg,.jpg,23881,512,512,RGB,12fd103c3274c0834b0b67fc5e3cb7499aa5a8a0d2128260f40ccd03f3511e4c,c04e2b356fb53c34,007c7e7e7e7e7e60,62e0a4cab494c8a0,538,5,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_257.jpg,Te-me_257.jpg,.jpg,24243,512,512,L,6b922e9a49199b33c949b64ba4bd3103493d85fb99422640bfac674c5a830724,c04e6b3d7f253434,007c7e7e7e7e7e6c,63e0b48ab894d488,538,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_774.jpg,Tr-me_774.jpg,.jpg,23003,512,512,L,6fbb477712c85964f6f10d62b4b0e3c1aa75d4207f89dfbe7bc17ba271f3971f,c04e2b3d6f353c34,007c7e7e7e7e7e78,63c1a4c8b094d8a0,538,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-aug-me_59.jpg,Tr-aug-me_59.jpg,.jpg,26436,512,512,RGB,86035ce6835610a316297df3e04bfaa1bf65fd781e828a20470b6212157e790c,c06e2b3d6d353c34,003c7e7e7e7e7e7c,62e1a4aab694c8c0,538,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_344.jpg,Tr-me_344.jpg,.jpg,25833,512,512,L,a1278dd9f48181c7e6581138c39a743a9ccec3e562719354edc8764404f739fb,c04e2b3f6d353c34,007c7e7e7e7e7e7c,62d1b4aab694d8a0,538,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_442.jpg,Tr-me_442.jpg,.jpg,23931,512,512,RGB,7addc273f231f7513ae9891af275a162d32950e7df5b67ad5cff31bfabeaf8e3,97787a6161856d96,00183c7e7e3e3e3c,8279ecd0ecd0ec68,3353,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_866.jpg,Tr-me_866.jpg,.jpg,23128,512,512,RGB,a3f15b8e1409136cdeac9400868f52d6d9dbc35d6d666cdfcf2c565f9f671382,97787a6561856786,00183c7e7e3e3e3c,82f9ecd0e8d4ec60,3353,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_94.jpg,Tr-me_94.jpg,.jpg,25040,512,512,RGB,c19d7ae842ed32fd3e2057fe11651cb2e68810b830a8be97f420997bbe329263,977a7a6161856cc6,000c3e3e7e3e3e1e,833864d8c8e4f474,3353,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_211.jpg,Tr-me_211.jpg,.jpg,23971,512,512,RGB,ece02805e688e8a2dc29cc5b0263c7ee0e30dffe3cd72a91215a944b80ea6c10,97387a6571876586,001c3e7e7e3e3e00,9271e4c8ccd4c469,3353,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_328.jpg,Tr-me_328.jpg,.jpg,22691,512,512,RGB,fce25282f9c298280721e6608db8dd49289984e7004b61c4dd142d442735ecce,973a7a6531876586,00183e7e7e3e3c00,82b1e4d8ccd464b1,3353,5,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-aug-me_86.jpg,Te-aug-me_86.jpg,.jpg,14143,512,512,RGB,1791aab487b999852df45c13c211ca8184359beb3e7e60085ddc52476a15b675,c12f3ed139c66299,00183c7c7e7e3c18,c4f2e1d0d0d4f032,657,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_669.jpg,Tr-me_669.jpg,.jpg,15167,512,512,RGB,5f3a684964a423e4d2456ef3311383bdf0ea4018609307ca3fe3be67d42a2156,c92e2ed139c67299,0000387c7e7e3c10,ccb260d0d0d4f0b2,657,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_104.jpg,Tr-me_104.jpg,.jpg,13303,512,512,RGB,63af1d654e0fead8c50f98a2a1f884eb517b7277ed7a1c9343d0861948721a5d,c92c2e9139c673d9,0000383c7e7e3c00,c8b060d0d0d470b2,657,5,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_212.jpg,Te-me_212.jpg,.jpg,16402,512,512,RGB,a04c126a3ee423c1e4b9661ce82f467dc0a93699df81ce9f2496bc0bee7291d8,c12f3ed039c27699,00103c7c7e7e3c18,94f2e0f0d0d4f072,657,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_814.jpg,Tr-me_814.jpg,.jpg,15114,512,512,RGB,c05fcc3657c8950f588e6e56d34a278b3e03e283225f08217c21ec4f12063a64,c12f2ed139c67299,00103c7c7e7e3c18,ccf2e0d0f0d4f0b2,657,5,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-aug-me_1.jpg,Te-aug-me_1.jpg,.jpg,18697,512,512,RGB,19119b197100eb343eef9eb1899e80a111d35b63e51060c53967a54d3bfacfb8,95947aca616b632d,081e3e7e7e7c3c00,b074c4cad0c87132,697,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-aug-me_29.jpg,Tr-aug-me_29.jpg,.jpg,18687,512,512,RGB,3a7905745a9e1e3749f10d3743c19cad39dd25f732c2216267edf23e28ed4a42,95947acb616b632c,001c3e3e7e7e3c00,90f464d2d8cc7112,697,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1285.jpg,Tr-me_1285.jpg,.jpg,17654,512,512,L,6c89bce8cc692a0e0e236a6a20ac23254999b2d719cd0b1598fa95005a0271f6,95947aca616b632d,081e3e7e7e7e3c00,b0f4e4d2d8c871b2,697,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_686.jpg,Tr-me_686.jpg,.jpg,19698,512,512,L,860942cb6bea6be28aba017c0463c24ff304c8b77d30bb488421e6e1dca7ec67,95947acb6923636c,001c3e7e7e7e3c00,b0f4c4d2f2c87192,697,5,meningioma,train
D1_nickparvar_kaggle,Training,glioma,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1046.jpg,Tr-gl_1046.jpg,.jpg,14292,512,512,L,d8ed005ff7b80c1dc76681677fa22df91f75432f114b7f84f2080a58c7053652,97947aca6169632d,183c3e7e7e3c3c00,b070d4d4d4cc70b2,697,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_815.jpg,Tr-me_815.jpg,.jpg,13905,512,512,L,23bbc9ca539f5111123740b742e485c6970ac47b8b5742e222a9d55b9402d5ef,d3682e87e1ca9639,00003c7e7e3e1800,c4b2f9d4d4ec7182,983,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1255.jpg,Tr-me_1255.jpg,.jpg,14204,512,512,L,490a0d6e3466257d99fbf51b6401281d15c6d2d44d58768c7fdcf65d58d2f6ee,d1782e87e1da9619,00083c7e7e3e1c00,c432f8dcd8d47182,983,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_773.jpg,Tr-me_773.jpg,.jpg,15984,512,512,L,4e59dbda748f414bf4ea2045702210d9392b569c42ca39091ed2b0e0bbd1f253,d1782e8761dab619,00187c7e7e7e3c00,9270f8d8d0d47092,983,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_85.jpg,Tr-me_85.jpg,.jpg,15541,512,512,L,828c41dd54e834a9afb13c81cd20b95151f275362e604dab49046dffdfa71c7a,d0782e8761dab719,00187c7e7e7e1c00,8270f8d8d8d47182,983,5,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_185.jpg,Te-me_185.jpg,.jpg,15048,512,512,L,c120061e2760e4627c8362bc22496dcefe250d550c549ca25a6fac1e247de0e6,d1782e8761da9719,00187c7e7e7e1c00,8670f0d8d8dc7182,983,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_79.jpg,Tr-me_79.jpg,.jpg,19165,512,512,RGB,272f9e1bcf95f15df518c8471533a0f539388b2c0bc6a194135a3ad287e18bbe,976c78b16596334a,00183c7e7e7e3c00,82f068c4d0dc70b2,1060,5,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-aug-me_97.jpg,Te-aug-me_97.jpg,.jpg,16086,512,512,RGB,8e72e307f764338c460dc204c5266c424b265b367a86e26682798373e152b88d,976c68b16596334e,00183c7e7e7e3c00,92f068c4d0d868b0,1060,5,meningioma,train
D1_nickparvar_kaggle,Testing,glioma,data/raw/D1_nickparvar_kaggle/Testing/glioma/Te-gl_366.jpg,Te-gl_366.jpg,.jpg,15606,512,512,L,ab3ebe1e4c9b2ee0fc719c1eb440e370252a70497525ff3483e41e9ed41e9274,977c68b164c633ca,00183c3e7e7e3c00,92f068ccccdc70b2,1060,5,meningioma,train
D1_nickparvar_kaggle,Training,glioma,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_882.jpg,Tr-gl_882.jpg,.jpg,16988,512,512,L,e56c899bee7db956bcf23da3742f12a1b575b2954b7b411e441d7a53f5a71cb9,936c68b164d633ce,00183c7e7e7e3c00,92f0e8ccd4dc68b2,1060,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_185.jpg,Tr-me_185.jpg,.jpg,20122,512,512,RGB,ed23ea62ba6e40d48c802f7a21f02a3c8eac3ee64899881ac8ce366218265947,976c78b16596324b,00183c7e7e7e3c00,92f0e8e4cac8f0b2,1060,5,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_793.jpg,Tr-me_793.jpg,.jpg,15592,512,512,L,31fe2fd6835e25ef2b1700187001432ce685c684b5233619be97866742b777cd,c23b2de164c736cc,00183c7c7e7c3c10,92f068e8f0d4e1f2,1394,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_30.jpg,Tr-me_30.jpg,.jpg,14267,512,512,L,5dd4b7499ca468bf7d94ad9fee5bb43a42ec718e7192324322186cebbfca737e,c23f2de074c396cc,00183c7c7e7c3c10,c4b071c8f4d0e0b2,1394,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_586.jpg,Tr-me_586.jpg,.jpg,15653,512,512,L,ba26d02f1509302942f95c700fe0d657c70c029888020dd1aab74385a75087be,c23b2de074e336cc,00183c7c7e7c3c10,82b068ccf4d4e1b2,1394,4,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_152.jpg,Te-me_152.jpg,.jpg,14692,512,512,L,c88bc40e0c589e1ea9b44de21425d12e602dd8d9a46378cac609f9867acacd0a,c23b2de074e336cc,00183c7c7e7c3c10,82f0e8ccf4d4e172,1394,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_348.jpg,Tr-me_348.jpg,.jpg,32902,512,512,RGB,055e3d6a3fc9cabbf9ae22b9f9fd2fc669dc22161962a22256bf41a37d35102d,943d7a70699a6969,0c3e3e3e7e7e7e2c,78e4fae6d2d4ecec,152,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_893.jpg,Tr-me_893.jpg,.jpg,33446,512,512,RGB,142058ff7c9b643eb1cee4f012de981db0883f44308e5863b9821975d96529cf,943d5a70699a7969,0c3e3e3e7e7e7e3c,78ecfaead6d4ecec,152,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_551.jpg,Tr-me_551.jpg,.jpg,32285,512,512,RGB,9f86713f1d57b1a3a94f480e53f5184f46f5891e0844ac804b1730b586508095,943d7a70699a7169,043e3e3e7e7e7e3c,78e4fae2d2d4ece8,152,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_292.jpg,Tr-me_292.jpg,.jpg,30959,512,512,RGB,e9bf8b4a2ba692fb679624b620db7aeba28c04c30d22e049c00773985fb4b982,943d7a7069ca6969,003e3e3e7e7e7e3c,79ecfae0d2c4ece8,152,4,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_229.jpg,Te-me_229.jpg,.jpg,42446,441,427,RGB,80954652d15d172bfeddcc5cfbfef504b221e9c5378bbb195a06b2b6c486ce3f,c73c1ac93ce1633c,183c667e787c7c24,71f4cca8f2c8c8c8,3507,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_688.jpg,Tr-me_688.jpg,.jpg,32429,441,427,RGB,ae8aa3c5ee2590c27b3ce8b795ee1d76d399da54bb4682fe01ea50f8fd15aac7,c73c1ac93ce1633c,183c667e787c7c24,71f4cca8f2c8c8c8,3507,4,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_293.jpg,Te-me_293.jpg,.jpg,14431,224,219,RGB,bf179c5981986242a58d0c3b3ddb9ec1a487e89979c9b8346d2412cc792b20d7,c73c1ac93ce1633c,183c667e787c7c24,71f4cca8f2c8c8c8,3507,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_799.jpg,Tr-me_799.jpg,.jpg,10596,224,219,RGB,f9d94f5dbe03a80e7725fbfd4927ef965bf852983da2497e40addfab16c94a3e,c73c1ac93ce1633c,183c667e787c7c24,71f4cca8f2c8c8c8,3507,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1093.jpg,Tr-me_1093.jpg,.jpg,18639,512,512,RGB,16976234ca11c0363dcb59caa3427e0539e418201627cef2860cef690a206c9d,c21f3dd0714f3239,003c3c7e7e7c3c00,b271e8c8d0d4e1b2,626,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_37.jpg,Tr-me_37.jpg,.jpg,20870,512,512,RGB,1c357c970bb419335870b61b84363ecb155cd431444058ba4895674ed76866be,c21b3dc071cf323d,003c3c7c7e7c3c00,b270e8c8c4c4e1b2,626,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_252.jpg,Tr-me_252.jpg,.jpg,18699,512,512,RGB,2ed1bf065c80b3ebb1cdf12990d17b9678ed95a1d481af05d5fe16218ee2314b,c21f3dd07047332f,00383c7c7e7c3c00,b270e8d0d0dc7092,626,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_531.jpg,Tr-me_531.jpg,.jpg,18773,512,512,RGB,43eb7e9a031777a058078a28b13ef57e9e56c784921ea9bc6e55ae321c8fc97d,c21f3dd0704e333b,003c3c7c7e7c3c00,b270e8e0d0c460b2,626,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_781.jpg,Tr-me_781.jpg,.jpg,23807,512,512,L,81e70405aa5733f422e9136c67b594e59dba34063eb47744186f498b70247c77,d44a2b257f353836,00387c7e7e7e6e06,62c9b4e2ccb6cccc,3547,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_577.jpg,Tr-me_577.jpg,.jpg,22177,512,512,L,cc2ad61b029bba91680bf86cd7f66da1e077236d98a79b281600c0e44beca5c1,d04a2b257f353c36,00387c7e7e7e6e2e,62c9bce8e49cccc8,3547,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1199.jpg,Tr-me_1199.jpg,.jpg,23514,512,512,L,dff24e77000735d77a3c02cffbddcabfe591ed9ae5d9263e588441dc78cd03f9,d04a2f2d7fb43834,007c7c7efe7f7f0e,62c098d8a6bae4f4,3547,4,meningioma,train
D1_nickparvar_kaggle,Testing,meningioma,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_134.jpg,Te-me_134.jpg,.jpg,23939,512,512,L,f612fbb182e66e066f6f221721fe9e5f96a5d3289298b490526d0c453306c586,d04a2f2d7f343436,00387c7e7e7e7e26,62c9ace8c6b4ccec,3547,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1126.jpg,Tr-me_1126.jpg,.jpg,31097,512,512,RGB,3ad594cf65b88442c7764f0f011fd1cde59f92cf8c8c6c5c716119f85a7445db,951b3e7a2a706965,003e7e7e7e7e7e36,3978d2aae2d6d4ee,1644,4,meningioma,train
D1_nickparvar_kaggle,Training,meningioma,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_164.jpg,Tr-me_164.jpg,.jpg,29532,512,512,RGB,3b98d7475dce789e28566e1130ab037d0047df68495da5fdaab8a06e8089acc6,953b7e683a706961,003e7e7e7e7e7e1e,397cdaacf2d6c4ea,1644,4,meningioma,train
